participant_id,name,age,gender,interface,data_folder,html_file,Q1,Q2,Q3,Q4,preferred_interface,preferred_reason,created_at
b2e4d6ca-b9c9-404c-92b1-0a66cebc316d,,,,D1,W86cTIoMv2U_none_0.068,danmaku_ui_one_default.html,4,4,4,4,C,h,2025-11-26T21:07:52.596+00:00
