,Q1,Q1,Q1,Q2,Q2,Q2,Q3,Q3,Q3,Q4,Q4,Q4
,mean,std,count,mean,std,count,mean,std,count,mean,std,count
interface,,,,,,,,,,,,
C,2.6666666666666665,1.5275252316519465,3,2.0,1.7320508075688772,3,5.0,2.6457513110645907,3,4.666666666666667,2.516611478423583,3
D,7.0,0.0,3,4.666666666666667,1.5275252316519468,3,2.6666666666666665,2.8867513459481287,3,1.3333333333333333,0.5773502691896258,3
D1,,,0,,,0,,,0,,,0
Y,3.25,1.2583057392117916,4,3.75,1.2583057392117916,4,2.75,1.707825127659933,4,3.25,1.892969448600091,4
Y1,1.5,0.7071067811865476,2,3.0,2.8284271247461903,2,4.5,2.1213203435596424,2,5.5,0.7071067811865476,2
